,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0,Team,Unnamed: 4_level_0
,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,MP
14,Juanmi Latasa,es ESP,FW,23-231,,4,440.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.9,0.9,0.2,1.1,1.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.19,0.04,0.23,0.19,0.23,Matches,Valladolid,9.0
15,Abdulai Juma Bah,sl SLE,DF,18-212,,3,274.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.3,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09,Matches,Valladolid,4.0
16,Enzo Boyomo,cm CMR,DF,23-033,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Valladolid,3.0
17,Marcos André,br BRA,FW,28-020,,3,262.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,2.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,Valladolid,6.0
18,Anuar,ma MAR,"FW,MF",29-299,,3,255.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.2,0.8,2.0,2.0,9.0,0.35,0.0,0.35,0.35,0.35,0.2,0.07,0.27,0.2,0.27,Matches,Valladolid,4.0
19,Iván Sánchez,es ESP,"MF,FW",32-047,,2,405.0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.8,1.1,14.0,22.0,27.0,0.22,0.0,0.22,0.22,0.22,0.06,0.18,0.24,0.06,0.24,Matches,Valladolid,11.0
20,Víctor Meseguer,es ESP,"MF,FW",25-153,,2,334.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,1.0,17.0,13.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,Valladolid,10.0
21,Cenk Özkacar,tr TUR,DF,24-034,,2,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Valladolid,3.0
22,Raúl Chasco,es ESP,DF,21-057,,1,130.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Valladolid,2.0
23,Chuky san jose,es ESP,"MF,FW",20-194,,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,Valladolid,4.0
24,Mario Maroto,es ESP,MF,20-347,,0,19.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,4.74,4.74,0.0,4.74,0.0,0.32,0.32,0.0,0.32,Matches,Valladolid,1.0
25,Kenedy,br BRA,"MF,FW",28-275,,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29,Matches,Valladolid,2.0
26,Álvaro Aceves,es ESP,GK,21-106,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Valladolid,0.0
27,Stipe Biuk,hr CRO,MF,21-319,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Valladolid,0.0
28,André Ferreira,pt POR,GK,28-164,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Valladolid,0.0
29,Jorge Gonzalez,es ESP,DF,19-238,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Valladolid,0.0
30,César de la Hoz,es ESP,MF,32-224,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Valladolid,0.0
31,Arnau Rafús,es ESP,GK,21-196,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Valladolid,0.0
32,Squad Total,,,25.8,,132,1080.0,12.0,9.0,6.0,15.0,6.0,3.0,3.0,38.0,1.0,11.7,9.4,7.6,17.0,150.0,345.0,340.0,0.75,0.5,1.25,0.5,1.0,0.98,0.63,1.61,0.78,1.42,,Valladolid,12.0
33,Opponent Total,,,27.3,,132,1080.0,12.0,23.0,15.0,38.0,22.0,1.0,1.0,34.0,2.0,21.4,20.9,15.5,36.4,205.0,525.0,520.0,1.92,1.25,3.17,1.83,3.08,1.78,1.29,3.08,1.74,3.03,,Valladolid,12.0
0,Giorgi Mamardashvili,ge GEO,GK,24-040,,11,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Valencia,11.0
1,Cristhian Mosquera,es ESP,DF,20-134,,11,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.0,0.2,13.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Valencia,11.0
2,José Luis García Vayá,es ESP,MF,26-089,,10,855.0,9.5,1.0,2.0,3.0,0.0,1.0,1.0,5.0,1.0,1.0,0.2,1.3,1.4,4.0,62.0,4.0,0.11,0.21,0.32,0.0,0.21,0.1,0.13,0.24,0.02,0.15,Matches,Valencia,10.0
3,César Tárrega,es ESP,DF,22-256,,9,810.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,0.0,0.8,8.0,25.0,0.0,0.11,0.0,0.11,0.11,0.11,0.09,0.0,0.09,0.09,0.09,Matches,Valencia,9.0
4,Luis Rioja,es ESP,"MF,FW",31-023,,9,786.0,8.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.4,0.8,17.0,20.0,52.0,0.11,0.0,0.11,0.11,0.11,0.05,0.04,0.09,0.05,0.09,Matches,Valencia,10.0
5,Diego López,es ESP,"MF,FW",22-179,,9,773.0,8.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,1.4,2.0,21.0,17.0,63.0,0.12,0.12,0.23,0.12,0.23,0.08,0.16,0.24,0.08,0.24,Matches,Valencia,11.0
6,Thierry Correia,pt POR,DF,25-244,,9,768.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.6,16.0,44.0,48.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,Matches,Valencia,11.0
7,Hugo Duro,es ESP,FW,24-364,,8,703.0,7.8,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.4,1.4,0.2,1.6,5.0,8.0,25.0,0.26,0.0,0.26,0.26,0.26,0.18,0.03,0.21,0.18,0.21,Matches,Valencia,9.0
8,Jesus Vazquez,es ESP,DF,21-311,,7,559.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.3,21.0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,Matches,Valencia,8.0
9,Javier Guerra,es ESP,"MF,FW",21-312,,6,524.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,8.0,22.0,21.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09,Matches,Valencia,10.0
10,Domingos André Ribeiro Almeida,pt POR,"FW,MF",24-162,,5,454.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,10.0,34.0,18.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.1,0.03,0.1,Matches,Valencia,9.0
11,Dimitri Foulquier,fr FRA,DF,31-230,,4,484.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,7.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,Valencia,11.0
12,Dani Gómez,es ESP,FW,26-101,,4,402.0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,13.0,0.22,0.0,0.22,0.22,0.22,0.22,0.0,0.22,0.22,0.22,Matches,Valencia,9.0
13,Enzo Barrenechea,ar ARG,MF,23-170,,4,342.0,3.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,0.1,0.7,2.0,15.0,3.0,0.26,0.0,0.26,0.26,0.26,0.14,0.04,0.18,0.14,0.18,Matches,Valencia,7.0
14,Hugo Guillamón,es ESP,MF,24-282,,4,314.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,Matches,Valencia,7.0
15,Yarek Gasiorowski,es ESP,DF,19-301,,3,286.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,Matches,Valencia,4.0
16,Rafa Mir,es ESP,"MF,FW",27-143,,3,239.0,2.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.4,0.6,2.0,3.0,3.0,0.0,0.38,0.38,0.0,0.38,0.07,0.15,0.22,0.07,0.22,Matches,Valencia,4.0
17,Sergi Canós,es ESP,MF,27-280,,2,184.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,7.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.17,0.06,0.24,0.17,0.24,Matches,Valencia,7.0
18,José Luis Gayà,es ESP,DF,29-167,,1,99.0,1.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,7.0,9.0,0.0,0.91,0.91,0.0,0.91,0.0,0.09,0.09,0.0,0.09,Matches,Valencia,2.0
19,Maximiliano Caufriez,be BEL,DF,27-266,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Valencia,1.0
20,Rodrigo Abajas,es ESP,DF,21-180,,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,Valencia,1.0
21,Martín Tejón,es ESP,"MF,DF",20-210,,0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.16,0.05,0.21,0.16,0.21,Matches,Valencia,4.0
22,Germán Valera,es ESP,"MF,FW",22-237,,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.1,Matches,Valencia,4.0
23,Francisco Perez,es ESP,MF,22-060,,0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,Valencia,2.0
24,David Otorbi,es ESP,MF,17-023,,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Valencia,1.0
25,Alberto Marí,es ESP,FW,23-120,,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Valencia,1.0
26,Iker Córdoba,es ESP,DF,18-363,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Valencia,0.0
27,Stole Dimitrievski,mk MKD,GK,30-319,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Valencia,0.0
28,Jaume Doménech,es ESP,GK,34-003,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Valencia,0.0
29,Raúl Jiménez,es ESP,GK,18-266,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Valencia,0.0
30,Warren Madrigal,cr CRC,MF,20-107,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Valencia,0.0
31,Cenk Özkacar,tr TUR,DF,24-033,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Valencia,0.0
32,Squad Total,,,24.6,,121,990.0,11.0,8.0,5.0,13.0,7.0,1.0,1.0,28.0,1.0,8.0,7.1,5.2,12.4,152.0,353.0,346.0,0.73,0.45,1.18,0.64,1.09,0.72,0.47,1.2,0.65,1.12,,Valencia,11.0
33,Opponent Total,,,27.1,,121,990.0,11.0,17.0,12.0,29.0,15.0,2.0,3.0,32.0,1.0,17.9,15.6,12.4,28.0,171.0,425.0,421.0,1.55,1.09,2.64,1.36,2.45,1.62,1.13,2.75,1.42,2.54,,Valencia,11.0
